speedup,baseline_time,verification_time
1.2243,13.1785,10.7643
1.2160,13.1785,10.8371
1.0504,12.6415,12.0346
1.0299,12.6415,12.2742
1.6450,11.7193,7.1243
1.7003,13.6847,8.0484
1.3322,19.1883,14.4032
1.2007,19.1883,15.9812
1.1341,19.1883,16.9200
1.4450,11.7066,8.1017
2.3855,67.8929,28.4612
2.3795,67.8929,28.5326
2.2595,67.8929,30.0471
1.1093,14.3154,12.9054
1.0880,14.3154,13.1577
1.2008,13.6126,11.3359
1.1002,13.6126,12.3726
1.1049,12.0889,10.9412
1.0917,12.0889,11.0738
1.0728,12.0889,11.2687
1.6205,11.8330,7.3023
1.4541,13.3817,9.2027
1.5979,12.2191,7.6471
1.4607,12.5907,8.6198
1.0745,16.1028,14.9862
1.0622,16.1028,15.1604
1.2629,12.7038,10.0590
1.1661,12.7038,10.8945
1.4668,12.7038,8.6611
1.5310,12.7038,8.2980
3.8030,58.9206,15.4932
3.6846,58.9206,15.9909
3.4769,58.9206,16.9463
2.1168,58.9206,27.8347
1.5419,13.3755,8.6744
1.2695,13.8344,10.8977
1.2206,13.8344,11.3342
1.1033,13.8344,12.5396
1.0849,13.8344,12.7515
1.2613,13.8344,10.9685
1.2391,13.8344,11.1646
1.6947,12.3838,7.3075
2.7842,30.4395,10.9327
1.7760,30.4395,17.1392
1.7447,30.4395,17.4473
1.7061,30.4395,17.8418
1.6417,30.4395,18.5413
1.9847,30.4395,15.3370
1.9791,30.4395,15.3803
1.6314,30.4395,18.6586
1.5942,30.4395,19.0939
1.5469,30.4395,19.6777
1.5318,30.4395,19.8721
1.4735,30.4395,20.6575
1.4659,30.4395,20.7647
2.2996,30.4395,13.2369
2.2579,30.4395,13.4811
1.7178,30.4395,17.7203
1.6303,30.4395,18.6712
1.5753,30.4395,19.3229
1.3158,12.1605,9.2421
1.3029,12.1605,9.3332
1.5487,12.5958,8.1332
1.1982,15.2734,12.7467
1.0931,15.2734,13.9724
1.2631,12.7061,10.0594
1.2290,12.7061,10.3381
1.5173,10.9160,7.1944
1.0276,29.5130,28.7212
1.6318,13.7016,8.3965
1.0122,11.8405,11.6979
1.0042,11.8405,11.7911
1.1853,13.1018,11.0534
1.1524,13.1018,11.3695
1.3710,10.7322,7.8279
1.5421,13.2355,8.5827
1.3059,13.0181,9.9685
1.2739,13.0181,10.2188
1.0512,12.8897,12.2617
1.0484,12.8897,12.2942
1.0252,12.8897,12.5728
1.1366,13.2327,11.6425
1.1367,13.2327,11.6417
1.1224,13.2327,11.7892
1.3708,11.8274,8.6283
1.3293,11.8274,8.8975
1.0536,15.4148,14.6307
1.0343,15.4148,14.9034
1.6581,18.9590,11.4341
1.6121,18.9590,11.7604
1.4550,14.2473,9.7917
1.4214,14.2473,10.0232
1.2748,17.0865,13.4030
1.2465,17.0865,13.7073
1.2816,13.9294,10.8691
9.8491,497.1891,50.4807
1.3371,13.9952,10.4666
1.2904,13.9952,10.8456
2.0275,18.7317,9.2388
1.5720,11.9260,7.5863
1.6825,12.3856,7.3613
1.6358,12.6252,7.7181
1.6062,11.8636,7.3861
1.2871,18.0391,14.0153
1.1862,18.0391,15.2077
1.6178,12.7251,7.8655
1.3136,20.7712,15.8125
1.0902,20.7712,19.0524
1.0514,20.7712,19.7562
1.6288,104.2730,64.0165
1.2934,104.2730,80.6190
1.0035,104.2730,103.9133
1.1897,24.7387,20.7949
1.1801,24.7387,20.9626
1.1358,24.7387,21.7802
1.7816,24.7387,13.8860
1.8144,24.7387,13.6345
1.5297,24.7387,16.1727
1.3084,24.7387,18.9073
1.2999,24.7387,19.0307
1.5036,24.7387,16.4526
1.2916,24.7387,19.1538
1.2717,24.7387,19.4535
1.7030,13.8707,8.1451
1.5887,13.4191,8.4466
